,f,chi2,MATTE,NB,M3,HV,zscore,ENT
RP11-724N1.1,1.532593009,0.002474565,0.038435247,,-1.97e-07,0.0,-1218.5290511372732,-39.96553398055611
RP11-440D17.3,0.663928367,0.001503436,0.0,,,0.0,-2714.8024629628685,-3.0402991100333088
RP11-574K11.31,0.6050154,0.000239801,0.0,,,,-206.41139258407642,-2.4425220931141687
CTB-152G17.6,4.105078778,0.002518177,0.307656281,,,,-1892.7767422327893,-40.32691578746928
RP11-1191J2.5,5.710304366,0.002683496,0.051220193,,,,2874.976506738785,-33.0259399068247
RP5-943J3.2,1.596125252,0.000852696,0.0,,,,4658.823315624624,-35.664462785238854
RP11-47A8.5,10.97899089,0.005904718,0.05238817,,,,3112.1121378214616,-39.639431020565304
RP11-700J17.2,0.877916873,0.000907612,0.0,,,,-34745.365267614114,-89.29312692310944
RP11-134L10.1,2.641232874,0.00276152,0.018906517,,,,-8090.015984054615,-30.745387000402616
CTD-2308L22.1,0.315164752,0.000147244,0.0,,,,-1532.067231217976,-2.1727857359802103
AP001412.1,0.772472092,0.000341918,0.0,,,,3839.1852012401414,-21.70326839610576
RP11-1275H24.2,4.514449926,0.000998847,0.0,,,,762.2248953005777,-0.8281560509535144
CMP21-97G8.2,0.896117803,0.000778664,0.0,,,,-2932.8892302019394,-24.113498010544077
RP11-190C22.9,2.60053018,0.001439056,0.0,,,,-1706.3767796729783,-2.2378946098627193
RBAK-RBAKDN,7.321787457,0.005170577,0.07747154,,,,-556.2958542995168,-51.17828144799165
RP11-528I4.2,1.554001627,0.00048126,0.0,,,,709.4505396510891,-2.5630255939061843
RP11-647K16.1,11.35472387,0.013260177,0.015205944,,,-8.78e-16,-3953.805033715488,-23.96062471191775
RP5-1180E21.4,3.671824095,0.002041496,0.009950257,,,,891.6937282303754,-6.144771980999673
RP11-508N22.12,2.886173555,0.001301203,0.015383804,,,,950.1445604838884,-39.473450597985014
RP11-85E16.1,0.56506775,0.000155176,0.0,,,,-265.002368432073,-1.0323013795734628
RP11-46J23.1,1.167743,0.001243743,0.0,,,,168.42482934298488,-26.441560267422336
RP13-616I3.1,1.605473886,0.0004102,0.0,,,,-843.1714740011104,-24.02774753342473
RP11-305K5.1,2.468287763,0.001181852,0.0,-2.5600000000000002e-27,,,-124.86015721210106,-37.42273110941028
AF129408.17,2.38280079,0.001133888,0.0,,,,2528.8090302406017,-6.044700619851891
RP11-196G18.24,2.335465952,0.001126294,0.0,,,,865.8909283895049,-17.88269794448814
RP11-332H14.2,17.06874013,0.007363153,0.402261017,,,,-524.7333612231927,-35.29650377471247
RP11-118K6.3,0.788324207,0.001125449,0.0,,,0.0,-1542.8972574039485,-1.258009875585402
RP11-336K24.12,0.498147555,0.000174821,0.0,,,,-1044.504493770474,-5.538570246944116
GS1-279B7.2,6.63526321,0.00595396,0.009456209,,,,-3049.0719723537054,-1.9050240300047516
RP11-170N16.3,1.378328441,0.000350598,0.0,,,,604.2272804814793,-4.1443988993278476
RP11-351D16.3,0.522678011,0.000675894,0.0,-0.002155849,,0.0,-964.388776216889,-19.692296082316105
RP11-96K19.5,0.709649473,0.000653623,0.0,,,,-520.1736604803291,-26.697556012436138
RP11-728K20.3,0.821828431,0.000979667,0.0,,,0.0,-5666.065939302605,-3.8513687239663406
CTD-2002J20.1,0.748705987,0.000400687,0.0,-0.000981864,,,1100.5415486360675,-3.27984354065694
RP11-225B17.2,3.745756759,0.003760232,0.0,,,,-5969.734257025493,-48.532041164025436
RP11-352M15.2,10.18430896,0.010720753,0.383063288,,,,-301.3909458001929,-48.41209760576003
RP11-422P24.10,1.605081635,0.001176791,0.0,,,,-18165.931387603352,-81.23990834077313
RP11-67L2.2,14.50693731,0.012021713,0.074670331,,,,-1045.803598461592,-39.71298892142632
FAM95C,1.752190826,0.000785647,0.0,-1.63e-10,,,2294.286455535823,-10.087588878971408
RP11-479G22.8,2.929826226,0.001571497,0.0,-4.4899999999999997e-23,,,-569176.0756060414,-201.19653680784563
RP4-569D19.8,0.384693496,0.000343074,0.0,,,,0.0,0.0
C2orf15,1.686893012,0.000843769,0.041348376,,,,-2605.752514583338,-41.63924049237056
CTB-13F3.1,0.794274305,0.000498057,0.0,,,,-1125.5365554231848,-30.643903399262403
RP11-77E14.2,1.101534171,0.000198573,0.0,-1.29e-05,,,99.47674999955123,-1.7775250274107162
RP11-385F5.5,1.100636175,0.000506489,0.0,-1.46e-11,,,234.44532647864264,-11.041666247833342
XXyac-YX155B6.7,0.845300258,0.001178657,0.0,,,0.0,633.5429877977199,-0.444037671281505
CDC37L1-AS1,2.696790958,0.002852721,0.029405377,,,,2551.920439497871,-51.970213403251904
RP11-428K3.1,6.811959625,0.00266993,0.0,,,,218.66789793951943,-9.042058550507788
RP11-334G22.1,0.300079652,3.38e-05,0.0,,,,-128.21642431562333,-0.8894473990524847
RP11-474G23.3,1.728485596,0.001088428,0.0,,,,-642.9792674576672,-31.476885476044554
RP11-109E12.1,1.41244638,0.001077974,0.0,,,,-25.82441964368614,-12.897042745128777
RP3-508I15.22,3.360098721,0.001882088,0.03342617,,,,-158905.11958974163,-124.35744670865128
RP11-301O19.1,0.780937679,0.00034143,0.0,,,,2443.555946880837,-27.826106896073878
LL22NC03-32F9.1,0.877940475,0.000235651,0.0,,,,238.88874089633742,-0.39288424281624346
RP11-1275H24.3,1.069250452,0.001675459,0.0,,,0.0,-743.3603763800971,-17.388620220280917
RP11-78I14.1,0.570413863,0.000157377,0.0,,,,-1825.4081619872572,-4.237089419944832
RP11-559M23.1,1.261085984,0.000516512,0.0,,,,3467.5086306813528,-22.313930548042446
RP11-165A20.3,5.462577696,0.017468978,0.018906517,,,0.0,532.6943869544896,-3.257332705330311
RP11-416N2.4,2.783119696,0.006443359,0.047641204,,,0.0,137.84659231206,-35.31289364463546
LYPD4,0.613477401,0.000334741,0.0,,,,-1097.8221467744559,-4.653187209370328
AC144652.1,6.452647923,0.00923743,0.099879781,,,0.0,2090.3339447320163,-49.5128979926003
RP11-115H18.1,0.628042732,0.000239361,0.0,,,,910.3020484588046,-0.7764137156443732
PACERR,1.636530883,0.002977207,0.0,-1.67e-10,,0.0,-4344.901256827314,-17.002066623785808
RP11-350J20.12,1.802958313,0.001186898,0.0,,,,506.37149890300935,-9.320496809267745
RP11-799M12.2,0.586673405,0.000249928,0.0,,,,1462.7122571502905,-5.165808204712686
NBPF26,6.793876381,0.005189311,0.073607965,,,,-1960.5732215922135,-45.25050545791363
RP3-402G11.28,0.38220185,0.000297726,0.0,,,,-1460.4513185895867,-4.51613460685866
GS1-293C5.1,1.248197765,0.002091076,0.0,,,0.0,74.09113815352407,-1.6802900359577277
XXbac-B444P24.14,0.667550881,0.00018165,0.0,,,,811.1581252199153,-2.3060579278063478
RP11-820I16.4,0.564297122,0.000634837,0.044787595,,,-0.000960438,-9037.965455452046,-41.06741988061591
RP11-458F8.4,0.360986836,0.000235077,0.0,-1.19e-07,,,-34432.94080968228,-100.03418813533295
RP11-525A16.4,7.074119043,0.00169737,0.0,,,,4201.168977313096,-25.081220758706863
CITF22-92A6.1,0.527166166,0.000167459,0.0,,,,1061.9423765301426,-9.636164917011984
RP5-1068E13.7,8.057559233,0.005177746,0.057485078,,,,-289.19971089987484,-38.53175686169741
RP11-290D2.6,3.846105609,0.003686921,0.138583975,,-0.00100789,,-12753.379806885503,-63.49743201522186
RP11-449P15.2,2.407464359,0.001274456,0.024292733,,,,-2910.3597058119553,-35.98294447184067
RP11-406H21.2,2.617916162,0.000675177,0.0,-5.22e-08,,,1369.5453890992624,-3.4013877307106566
RP11-38C17.1,0.929836467,0.000622798,0.0,,,,1338.3755236175753,-32.0185712719842
RP11-127B20.2,1.464121857,0.000819634,0.025334061,-1.02e-05,,,-4142.700795662545,-35.78893977954082
RP11-104L21.3,28.22555432,0.018661862,0.170566969,,,,-252714.07767189812,-138.7883107982096
RP11-1057B6.1,0.771335737,0.000805436,0.0,,,,-12281.577744557857,-55.39761571177353
AC108004.2,0.384693496,9.88e-05,0.0,,,,0.0,0.0
SNURF,1.650876426,0.000940249,0.0,,,,-5483.996620517739,-24.101706233274726
RP11-434H6.6,7.266019078,0.002757922,0.0,,,,62.54386284483468,-14.569093416144039
RP11-11N7.4,1.719035694,0.000573664,0.0,-4.38e-08,,,-1701.357551248908,-28.96754148375642
RP3-510H16.3,1.903001792,0.001751991,0.0,,,,1730.8627913490816,-7.740348729083305
RP11-20I20.4,1.99564661,0.000956036,0.0,-9.56e-38,,,18084.857662776983,-9.734302864520986
RP11-778D9.13,1.174334696,0.000213829,0.0,,,,0.0,0.0
RP11-5C23.2,0.609669845,0.000216253,0.0,,,,1419.3066748259237,-14.509923131350142
RP3-402G11.25,1.206710195,0.001128207,0.044351536,-9.35e-14,,,-4478.013212652565,-37.026359944102246
CITF22-1A6.3,0.731456356,0.000471507,0.0,,,,-1819.684735017961,-32.401979675069455
AP000692.10,0.666211059,0.000402985,0.0,,,,2441.4231364292073,-5.730783423510317
AC006946.16,2.019952262,0.000684152,0.0,,,,2511.198254963289,-33.45954590645684
RP4-549L20.3,0.818016442,0.00032509,0.0,,,,907.5850183639434,-4.537140791753312
AP001437.1,0.463773629,0.000114228,0.0,,,,485.6214641396068,-18.355647163223615
RP13-131K19.7,1.632100877,0.000903147,0.0,,,,-1255.003404864412,-1.261120869039432
AC000068.10,1.616162893,0.000536738,0.0,,,,1497.965166771369,-4.0934979051844795
LLNLR-246C6.1,1.191635249,0.000417046,0.0,-0.000913408,,,1249.624571491303,-39.69915467541624
RP5-1180E21.5,8.827896267,0.00567983,0.375037165,,,,6079.5455716555425,-41.09227890372534
RP11-513M16.8,1.883492026,0.000788468,0.0,-1.45e-07,,,-637.6461602718452,-31.158293525375953
RP11-1246C19.1,3.918391379,0.001988993,0.040080218,,,,-55290.16441743983,-95.78118958734044
CTB-119C2.1,2.067472813,0.001036983,0.0,-7.09e-10,,,8256.454924998317,-12.283566308457274
RP11-455J20.3,1.754733622,0.000634642,0.0,,,,-1635.4814679988367,-2.2448244840025486
RP11-434P11.2,0.9683593,0.000646455,0.0,,,,-4156.558874422262,-30.35235713662498
RP11-83A24.2,9.749705881,0.006070127,1.083989521,,,,-72539.0697121177,-156.47408455553
LL09NC01-251B2.3,1.439891316,0.000443437,0.0,,,,-1442.8986130086953,-5.400590002230675
RP3-402G11.26,2.552548432,0.001316958,0.015383804,,,,-32956.30755358889,-114.57420415464316
RP1-100J12.1,1.80258662,0.000888986,0.0,,,,924.6544373698948,-22.44137421362161
RP11-177J6.1,0.369905128,0.000130487,0.0,,,,-1044.0652567826214,-10.597579229476603
RP11-531F16.4,0.582812637,0.000636578,0.0,-0.008609303,,,-990.8894580501238,-6.630870708943861
RP11-18I14.11,0.428689941,0.000304358,0.0,,,,-270.08422096579784,-6.745982837112361
RP11-353K11.1,1.246889999,0.002023456,0.0,-5.12e-05,,0.0,-5705.116315275537,-20.76574071862409
RP11-212P7.2,3.441780156,0.002423127,0.12940864,,,,-6080.47360635825,-65.34402351341772
AP000254.8,1.104214384,0.001218834,0.025334061,,,,-244364.28381353302,-141.14693886336838
CTA-384D8.34,19.94444726,0.017870796,0.039744434,,,,-3722.8508753472206,-34.141156355777944
ZBTB8B,6.159683548,0.003191078,0.397055924,,,,-40338.70053936225,-70.7964806055826
RP11-474G23.2,2.556766364,0.001944581,0.044351536,,,,636.6931649564125,-51.63942265618574
CTA-268H5.14,0.88718038,0.000248897,0.0,-8.95e-18,,,-966.1612839817967,-1.6188492543134831
RP6-109B7.5,0.357268471,0.000135011,0.0,,,,4398.411823075545,-17.87229724016763
C1QTNF3-AMACR,5.196402576,0.005151069,0.009226357,,,,2935.2325147347965,-42.74106966186878
AP000350.5,0.509485857,0.000235014,0.0,-2.75e-19,,,2139.898966572482,-9.339281389130207
RP11-38M8.1,0.894062972,0.000279509,0.0,,,,-1070.4074708386527,-3.323203461573417
AC000068.9,0.545722121,0.000837782,0.0,,,0.0,102.1216753645731,-8.467572587130348
RP11-527J8.1,0.549167154,0.000380725,0.0,,,,-838.451567799221,-38.643031848937426
RP11-496H1.2,0.269482233,4.6e-05,0.0,,,,1468.8774365406352,-1.2637203448668246
RP11-425A6.5,1.862573832,0.000806607,0.07543197,,,,-39761.16929268774,-71.71713957783811
RP5-1136G13.2,0.651763284,0.000732432,0.0,,,-0.000422257,-3498.6672719930093,-37.177312905043216
RP11-138A9.2,76.78665334,0.036744704,1.285223605,,,,-46519.003295245326,-102.50143998192772
RP11-22N19.2,17.45824548,0.015628444,0.049175208,,,,944.5499738788844,-31.09664616284983
RP11-448A19.1,1.929244174,0.001093006,0.062386879,,,,114.7537083041019,-25.642083184942496
RP11-386I14.4,96.79323042,0.115674945,0.941005648,,-2.86e-11,-0.041598787,-10151.984610943868,-47.99321753743788
RP5-899E9.1,1.876046052,0.001030373,0.0,,,,-2367.6897324626325,-9.74597653986852
KB-1440D3.14,0.433353065,8.75e-05,0.0,,,,88.36475044555046,-0.370439915592937
PAXIP1-AS1,13.74909563,0.008783942,0.391917252,,,,-35644.28384212011,-122.8329836933536
RP11-535A5.1,4.807048657,0.002795336,0.0,,,,8245.62149116914,-4.6889880504651575
RP11-672L10.6,31.14092886,0.103082301,0.065817068,,-0.009414552,0.0,1928.1035444041377,-6.35718142541651
RP11-804H8.6,9.126785733,0.006547805,0.047641204,-1.65e-19,,,-23720.977640785724,-77.55023244487398
RP11-378A13.2,9.529398427,0.019454755,0.024047367,,,0.0,2857.9625647399644,-29.34660694063097
RP11-466F5.10,1.079526663,0.000335847,0.0,,,,12009.27280723962,-16.430730345111726
RP5-827C21.6,0.877199014,0.000353366,0.0,,,,4214.573236211702,-15.945089620560779
RP11-700J17.1,0.932596224,0.001007921,0.0,,,,1536.4671755729914,-1.7973208892924317
SFTPD-AS1,4.621078173,0.001970099,0.05402813,,,,-10893.543546436535,-42.17443543193085
RP5-1074L1.4,0.612989544,0.00074699,0.0,,,0.0,-6976.841318200602,-48.053102911875065
RP11-383I23.2,1.180860752,0.001591926,0.0,,,0.0,-25320.004191570868,-60.05168888022224
RP11-803P9.1,0.924908006,0.000718364,0.0,-0.002711769,,,1190.2112666096398,-4.848405403025913
RP11-305L7.7,2.233638443,0.001575669,0.009456209,,,,-17072.025638044786,-67.20337199863006
RP5-1065J22.8,6.266649138,0.003924705,0.488436093,,,,-2855.110928633161,-54.40501327680104
RP5-1098D14.1,10.66321277,0.008345369,0.044351536,-7.51e-15,,,-468.0733440629193,-4.059635322214921
RP11-634H22.1,0.903370118,0.000449801,0.0,,,,-2065.579036068388,-24.00827079439103
RP11-255E6.6,0.263072864,0.000116251,0.0,,,,2734.6036616557612,-3.266031042004186
LINC01396,0.847104706,0.000111539,0.0,,,,-2550.9354115729257,-0.9210483206330796
RP11-114O18.1,0.243961378,6.1e-05,0.0,,,,1096.2816087126675,-2.0503703224425442
RP11-96C23.15,6.830830934,0.002833297,0.0,,,,348.3729101070626,-26.562190641848144
RP11-702B10.2,0.850613104,0.000351759,0.0,-1.14e-16,,,3361.347306135918,-2.203407924799784
RP4-597N16.4,0.464754196,0.000280297,0.0,,,,1850.760035526037,-6.337623667311935
RP4-751H13.7,0.464819771,0.000294999,0.0,,,,-654.1710514697481,-4.138823956551351
CTA-223H9.9,0.52984494,0.000778967,0.0,,,0.0,11433.942691425282,-7.6935488982926845
RP4-539M6.22,2.822161952,0.001980144,0.0,-7.16e-05,,,-20809.46717530641,-35.548462964983386
RP11-434H6.7,1.364523842,0.00084013,0.086141025,,,,3492.2190299589856,-49.453925266837416
RP11-1399P15.1,55.89524073,0.025017265,0.118652579,,,,314.17761084252703,-6.4232747313724365
AC004067.5,0.321678245,0.000344453,0.0,-3.41e-05,,,-7771.212451787953,-21.345615209161878
RP11-166O4.6,7.600013689,0.00568361,0.183787342,,,,234.79131071632924,-47.08770651171061
RP11-76P2.4,2.391908755,0.001609497,0.0,-3.96e-21,,,-327.04047095195267,-1.2287972099413205
RP11-686O6.2,8.067813619,0.01680539,0.014591159,-6.77e-07,,0.0,-398.2403847005245,-14.850725949252682
RP11-313P22.1,1.824065192,0.002322464,0.0,,,0.0,383.5276787843766,-0.4139544944631297
RP11-548H3.1,0.339204239,0.000362477,0.0,,,,877.0683874458582,-4.937480700541572
RP11-102N12.3,12.84432069,0.020927746,0.416698857,,,0.0,-15683.53938749383,-62.562887031383326
RP11-295P9.12,0.210115959,6.13e-05,0.0,,,,1367.2907647770364,-12.466024049716127
RP11-108L7.14,0.357707502,0.000118104,0.0,,,,-139.81169225970302,-1.9985762278283328
RP11-225H22.7,0.662837308,0.000704741,0.0,,,,2359.3421958755307,-7.3783950707724815
RP11-731C17.2,6.844310322,0.005758669,0.476211414,,-9.93e-05,,-622.2305938044085,-42.14824700336932
RP4-621B10.8,0.446230066,0.000344618,0.0,,,,-102.41465957299386,-2.7231699701125525
RP11-180C16.1,1.157185328,0.001154956,0.009456209,,,,511.29222526980834,-13.953857242335149
RP11-50D16.4,0.304203768,6.2e-05,0.0,-7.34e-14,,,-25469.308872132577,-40.186222944692815
RP11-45A17.4,1.294001522,0.000608185,0.0,-1.48e-06,,,2432.9775246229533,-9.341726843460542
RP11-248G5.9,0.185321171,0.000119468,0.0,,,,275.00851953368897,-2.708505211262255
HIST1H4K,0.70442529,0.000446478,0.0,-7.91e-07,,,-10261.911264869306,-48.098153189267165
RP11-87C7.3,1.657694623,0.000431134,0.0,,,,3538.9203609301576,-16.08975060841493
RP11-244H18.3,0.415441777,8.1e-05,0.0,,,,0.0,0.0
CWC25,13.42139916,0.012271735,1.123543603,,,,-35883.839586517846,-108.00701899412557
CTD-3075F15.1,0.780713076,0.000540211,0.0,,,,-858.3513953717543,-7.321879024475971
RP11-390P24.1,1.368307456,0.0006766,0.0,,,,304.0396683440117,-23.398550822493757
RP11-426C22.7,2.529030783,0.00111899,0.0,,,,-5005.637558089561,-8.661354110712644
SMIM11B,0.808300704,0.000971184,0.0,,,0.0,906.6372118168845,-15.857546691094123
RP11-59C5.3,0.571435909,0.000473076,0.0,,,,1871.6374055246547,-25.85399013362986
C17orf96,2.717076112,0.003964645,0.018906517,,,0.0,2033.8269534404592,-21.80919733787179
ZNHIT3,36.57790755,0.037444613,2.565648929,,,,-7671.112706223938,-56.368015957704124
RP11-1136G4.2,0.482550066,0.00010474,0.0,,,,2791.169290986192,-2.0252600756633212
RP11-66N24.7,0.587701277,0.000157237,0.0,,,,1119.372214744835,-16.631356392338883
RP5-908M14.9,1.482261823,0.000583563,0.0,,,,1256.3769523124797,-25.556210459241896
RP11-58C22.2,2.526881273,0.000931727,0.0,,,,-202423.89367200097,-135.46577328757414
RP11-2N1.3,2.105031419,0.000995756,0.0,,,,-2230.8462836241683,-27.708012650167568
RP11-405M12.4,5.72836396,0.001807989,0.0,,,,-10188.248372774762,-81.98148330664546
CTD-2378E12.1,3.126727943,0.001929888,0.15584935,,,,-5626.153461647258,-35.070494373474055
RP11-996F15.6,1.420122531,0.000784085,0.0,,,,1573.5125403495567,-3.7220754278797537
RP5-837J1.6,0.354389241,0.000170761,0.0,,,,-1026.9386789760138,-9.15382410110929
RP11-758H9.2,14.43297765,0.008964895,0.133007465,,,,-12762.569809787688,-44.69831531461871
HIST1H2BM,1.165172481,0.001201368,0.0,,,,1528.5689183421937,-3.898910355094339
LHX1,0.287739597,7.26e-05,0.0,,,,550.0472840770685,-0.9305809861356436
RP5-1021I20.8,1.345457759,0.000253061,0.0,,,,186.49279579969686,-19.934561990686177
RP11-93H24.3,1.688048015,0.000812635,0.0,,,,4512.64423795897,-19.68479578974062
RP11-7F17.8,1.800509367,0.001216807,0.032717953,,,,4561.441027559915,-35.14350098495094
CTC-510F12.7,0.448633228,0.000111919,0.0,,,,-762.9231025300962,-2.85385735647356
RP11-90B9.3,0.816660334,0.000815433,0.0,,,,35.72617980934501,-37.80460960085685
AL592183.1,8.135889862,0.004868687,0.331560776,,,,6482.966359862409,-41.82178756078536
CYFIP1,44.71769537,0.051459943,0.206164792,-1.77e-08,,-3.61e-08,-186.56493907443542,-36.867235914049225
RP4-563E14.1,1.308221506,0.000522542,0.0,,,,1247.6345884205552,-22.935142847357053
CTD-2506P8.6,1.171817967,0.001249134,0.0,,,,-170.95206040921994,-4.181411636656112
HIST1H2BG,123.9830505,0.229034624,0.409223802,,-5.45e-05,0.0,-7275.97509156064,-62.547799466964676
WI2-87327B8.2,0.319677215,0.000140337,0.0,,,,3547.045247347304,-5.367180830608542
RP11-85B7.5,2.406775901,0.000834574,0.0,,,,-7174.516328651261,-25.43806946388484
USP27X,1.579881533,0.001465371,0.065611125,,,,45.677526592430084,-44.36917734830634
RP11-81H14.1,2.316092349,0.001114561,0.0,,,,3328.2984584820156,-18.838008008900044
RP3-333B15.5,0.684541114,0.000226576,0.0,,,,0.0,0.0
TAF9,5.01774271,0.00334221,0.059534837,,,,-10739.5033849161,-48.17735335611769
FRMD6-AS1,1.963716446,0.001144184,0.025469442,,,,-3594.6646484079693,-41.00775379007858
RP11-500G22.5,0.952238958,0.000373013,0.0,-5.01e-11,,,560.7835907490783,-9.86462474013082
NOL12,4.876115161,0.003296986,0.084497083,,,,2471.3449773855527,-38.42468240284247
RP11-227D13.5,0.825244349,0.000147325,0.0,,,,0.0,0.0
RP11-219B17.3,1.735279506,0.000907506,0.0,,,,3206.3183531116974,-3.8754420274912675
RP11-378E13.4,3.004115754,0.001066246,0.054301793,,,,-5641.343454058834,-44.90360189806144
CTD-2306A12.1,1.72008768,0.001400743,0.031398119,-8.49e-13,,,-496.6739742852016,-48.80034989531571
GOLGA6L1,1.507594824,0.000291786,0.0,,,,-3015.9272993568447,-41.87084393127774
RP13-49I15.6,0.59667048,0.000388007,0.0,,,,-2653.9264038135166,-1.2369119640666244
HIST1H3G,0.835352023,0.000195631,0.0,,,,31.308998643350463,-0.5594263078854244
CTD-2302E22.6,1.350440379,0.000750447,0.009950257,,,,6366.187883881645,-18.658757237422567
LINC01138,28.04394222,0.018209913,0.174459049,,,,6764.522722625179,-37.705881696346296
RP11-823E8.3,17.05868959,0.024061564,0.057000075,-0.004902014,,0.0,-9882.418321527985,-68.193697170962
AC011718.2,1.612987492,0.001487759,0.0,,,,-23030.16939175081,-35.82435421969159
GATSL2,0.549961804,0.000156197,0.0,,,,-257497.48405210953,-106.88252960394895
RP11-415G4.1,,,0.0,,,,0.0,0.0
CTD-3203P2.3,2.342738592,0.000998973,0.0,,,,346.85265105259,-26.12687380538778
CTD-2553L13.10,7.159957189,0.004588952,0.057485078,,,,814.870164838675,-24.817885170055682
RP11-474C8.8,1.323145149,0.000422114,0.0,-6.9e-10,,,120.71742070666312,-22.986951624011965
RP4-568C11.4,0.50323677,0.000120614,0.0,,,,1660.0195177151604,-4.176376183323976
LLNLR-284B4.1,0.351977899,0.000428985,0.0,,,0.0,422.2415975334595,-7.789724814462694
NATD1,0.857891425,0.000696635,0.025881077,-5.25e-20,,,-3947.7822104444626,-46.2647300065143
H2AFB1,0.6123751,0.000125208,0.0,,,,0.0,0.0
RP11-158H5.8,1.201264356,0.000614903,0.0,,,,1333.308426837622,-5.015969934192331
SOCS7,3.073054426,0.002950894,0.068625753,,,,-11887.447056548519,-77.33157937560394
RP11-670E13.6,13.71797271,0.012089874,0.06673558,,,,3812.732930192139,-56.38537235837924
CTD-2313J17.6,2.948884247,0.002448488,0.0,,,,1392.5576394482166,-15.932436080990158
RP11-77K12.9,0.571811233,0.000829333,0.0,,,0.0,2805.8825173085006,-18.65079645772742
KB-68A7.1,0.793116633,0.000149528,0.0,,,,-477.7937743217707,-0.30683432246552234
RP1-267L14.6,0.422730853,0.00048788,0.0,,,-3.78e-11,494.12954676324284,-12.15575207956384
AJ011932.1,0.286513392,0.000168093,0.0,,,,-221.80754072749681,-0.4144884042325001
CTC-1337H24.3,6.801362079,0.005848673,0.031398119,,,,2254.3522508138467,-25.17673722027001
XXbac-BPG294E21.9,0.542956444,0.000622176,0.0,,,-5.75e-09,-7427.002100905389,-29.21124525211472
CH17-189H20.1,29.46267902,0.029816089,0.938947836,,,,12168.110046603815,-41.968552810947465
HIST1H3B,16.28304753,0.055038895,0.014591159,,,0.0,-542.1713428807792,-1.5930932746188184
RP11-326N17.2,2.891207382,0.000820938,0.0,,,,-25596.356634533302,-57.78423791966835
ADRA2B,0.59573306,0.000983945,0.0,-6.65e-06,,0.0,-1883.7020147228395,-2.7302371219507586
HIST1H2BE,0.139919363,8.53e-05,0.029322579,,,,-10542.382741685951,-57.01125296513873
RP11-347I19.7,0.865310406,0.000794959,0.015383804,,,,873.769652550558,-17.15472062256163
RP11-20G13.5,0.424067416,0.000124024,0.0,-0.000170859,,,1602.2129084761073,-2.394988368149591
RP11-996F15.5,1.655160219,0.000800831,0.0,,,,457.1555058033628,-5.2009061934472705
RP11-93G5.1,1.879082083,0.002980563,0.1445387,,-2.52e-09,0.0,5803.686736739138,-56.78162672260578
RP11-717F1.2,1.425524734,0.000405769,0.0,,,,-2848.906623386153,-40.85593399647747
RP11-227G15.10,1.621463302,0.000785657,0.031398119,,,,2611.4393929471435,-41.511625390768984
ZNF658,3.193588058,0.003359293,0.035836389,-1.59e-06,,,-2092.781510825969,-26.266919044403448
LA16c-380H5.6,1.966444852,0.000697574,0.0,,,,-3923.3769449661177,-39.18292920988561
AC144831.3,4.698984922,0.001751793,0.0,,,,1815.7036925861682,-9.413768477895918
RP11-94I2.4,1.017134885,0.000182886,0.0,-1.38e-17,,,376.0168533542866,-1.5867374383737889
RP13-714J12.1,0.552778524,0.000933452,0.0,,,0.0,-1780.9256457610022,-1.728146037803484
CTD-2017F17.2,14.84166654,0.009681047,0.088745878,,,,5048.558152934942,-40.512434778163446
RP5-994D16.11,1.572435344,0.000594443,0.0,-2.75e-28,,,-1034.0985233178617,0.0044573780135857
RP11-154H23.5,1.504558165,0.000424735,0.0,-2.36e-21,,,5200.142641505493,-8.038313233488184
TPTE,0.399570846,0.000121143,0.0,,,,2356.0314479649965,-1.968619519437376
RP11-294N21.3,0.541644128,0.000324421,0.0,,,,-3002.308161537596,-31.24843180413563
RP5-965G21.4,1.467293405,0.001422043,0.0,-2.88e-18,,,-10924.286634991247,-38.98440712445642
TBC1D3D,2.689888919,0.002633821,0.025469442,,,,-5460.998053541246,-15.808477556159172
LL22NC03-2H8.5,24.94176348,0.01267083,0.202691901,,,,-36028.81189838348,-117.09895432931961
AC114271.2,3.720737433,0.002885012,0.058115561,,,,-56039.12040055585,-117.65070382692633
CTD-2282P23.2,0.169955007,4.52e-05,0.0,,,,-9444.768171915926,-100.4660801329256
C8orf89,7.047549044,0.004557244,0.0,,,,0.0,0.0
RP11-976B16.1,1.782500837,0.003013711,0.0,,,0.0,10912.044028957938,-11.042256967798174
RP4-583P15.16,1.915384312,0.001859796,0.0,,,,-1490.283973023591,-4.291414407113103
FAM74A6,1.26401608,0.001434815,0.015132001,,,-0.000135459,9619.051270176129,-44.16759707026722
WBSCR16,9.07350511,0.004616333,0.332174653,,,,-173045.8467712071,-118.59737155704656
RP6-159A1.4,76.91912438,0.144695729,0.487759774,-1.37e-33,,0.0,-4225.52305440444,-50.139128379776736
RP11-240G22.5,1.077364424,0.000592107,0.0,,,,-15812.803862937031,-93.96270580152797
RP11-147L13.12,2.593784459,0.00122103,0.0,-4.27e-14,,,-934.1820294234499,-38.45574185119837
DGKK,0.330340491,0.000115743,0.0,,,,3771.8257471107836,-3.2373570839772734
RIMBP3B,0.384693496,0.000105261,0.0,,,,0.0,0.0
RP11-12G12.7,3.901176543,0.003061857,0.055565599,,,,8429.09856965041,-40.319266808552996
HIST1H4F,0.610827347,0.000498487,0.0,,,,-1850.1967718118049,-26.97791011473737
